MSA,%hpi,rank,%hpi_lag,Employment,Employment_ Lag,Period ,Population 
"Wenatchee, WA",0.07014965,0,0.007466146,2.14,2.08,2001-2005,0.057150986
"Wheeling, WV-OH",0.039869967,0,0.044868342,0.88,0.88,2001-2005,-0.017194013
"Wichita Falls, TX",0.04779788,0,0.018464283,0.68,2.46,2001-2005,-0.000719617
"Wichita, KS",0.034583709,0,0.038328895,2.42,1.34,2001-2005,0.044441477
"Williamsport, PA",0.047790735,0,0.023559959,1.24,0.72,2001-2005,-0.016517914
"Wilmington, NC",0.086162549,0,0.040765452,3.62,4.26,2001-2005,0.148805934
"Winchester, VA-WV",0.153076746,0,0.031734056,3.6,2.42,2001-2005,0.116842559
"Winston-Salem, NC",0.03546975,0,0.040041888,1.8,1.6,2001-2005,0.064018531
"Worcester, MA-CT",0.107853483,0,0.070599033,1.62,0.98,2001-2005,0.031198639
"Yakima, WA",0.039305516,0,0.024245887,1.24,1.92,2001-2005,0.045358893
"York-Hanover, PA",0.083720747,0,0.014785409,1.56,0.82,2001-2005,0.067432838
"Youngstown-Warren-Boardman, OH-PA",0.032400294,0,0.038698416,0.26,0.82,2001-2005,-0.031330964
"Yuba City, CA",0.195126033,1,0.02555098,3.3,0.66,2001-2005,0.095160357
"Yuma, AZ",0.139193339,0,0.019591707,3.34,4.5,2001-2005,0.106004056
"Abilene, TX",0.032448111,1,0.042972669,0.22,0.9,2006-2010,0.015502784
"Akron, OH",-0.021997329,0,0.033109459,-1.06,0.6,2006-2010,0.005910929
"Albany, GA",0.003695795,0,0.04962289,-1.08,0.1,2006-2010,-0.001664536
"Albany-Schenectady-Troy, NY",0.010500717,0,0.107889842,-0.4,0.14,2006-2010,0.026788752
"Albuquerque, NM",0.009030387,0,0.070461678,-0.62,1.12,2006-2010,0.102614409
"Alexandria, LA",0.025602752,1,0.048459525,-0.1,1.34,2006-2010,0.030181957
"Allentown-Bethlehem-Easton, PA-NJ",-0.011434738,0,0.103235342,0,0.62,2006-2010,0.053138748
"Altoona, PA",0.024166924,1,0.050591579,-0.4,0.52,2006-2010,-0.00798814
"Amarillo, TX",0.017098224,0,0.042593787,0.74,0.96,2006-2010,0.050295305
"Ames, IA",0.006591688,0,0.041764121,0.3,-0.3,2006-2010,0.058083594
"Anchorage, AK",0.015097211,0,0.091363295,1.08,2.04,2006-2010,0.091575205
"Ann Arbor, MI",-0.053969538,0,0.043393999,-0.52,0.14,2006-2010,-0.006477283
"Anniston-Oxford, AL",0.008383835,0,0.051422677,-1.14,0.64,2006-2010,0.027779219
"Appleton, WI",-0.004632143,0,0.045692932,-0.4,0.28,2006-2010,0.05799995
"Asheville, NC",0.014535213,0,0.074962031,0.14,0.92,2006-2010,0.072773684
"Athens-Clarke County, GA",-0.005719197,0,0.050814111,-0.36,1.34,2006-2010,0.076723647
"Atlanta-Sandy Springs-Alpharetta, GA",-0.02947149,0,0.047861574,-0.74,0.58,2006-2010,0.113696992
"Atlantic City-Hammonton, NJ",-0.030049299,0,0.154268323,-2.28,1.18,2006-2010,0.042640348
"Auburn-Opelika, AL",0.005876497,0,0.060386547,0.08,2.94,2006-2010,0.10388599
"Augusta-Richmond County, GA-SC",0.013609674,0,0.054446502,-0.38,0.76,2006-2010,0.055679088
"Austin-Round Rock-Georgetown, TX",0.032081687,1,0.031474471,2.22,0.58,2006-2010,0.171875239
"Bakersfield, CA",-0.100251571,0,0.193889667,0.22,3.04,2006-2010,0.126501346
"Baltimore-Columbia-Towson, MD",-0.020288135,0,0.142880899,-0.24,0.46,2006-2010,0.030383576
"Bangor, ME",0.000473605,0,0.090763325,-0.78,0.94,2006-2010,0.030597525
"Barnstable Town, MA",-0.03691975,0,0.134035795,-0.9,0.92,2006-2010,-0.014372282
"Baton Rouge, LA",0.028370571,1,0.050685969,0.3,1.48,2006-2010,0.066164322
"Battle Creek, MI",-0.035087973,0,0.042705635,-1.76,-0.32,2006-2010,-0.00668612
"Bay City, MI",-0.036343275,0,0.035701272,-1.6,-1.24,2006-2010,-0.010889285
"Beaumont-Port Arthur, TX",0.032832751,1,0.039865205,0.12,-0.64,2006-2010,0.004734436
"Bellingham, WA",-0.00620607,0,0.128711658,-0.4,3.2,2006-2010,0.098077454
"Bend, OR",-0.06551695,0,0.130877653,-1.74,4.7,2006-2010,0.169285279
"Billings, MT",0.025071208,1,0.077726357,-0.08,2.88,2006-2010,0.066694053
"Binghamton, NY",0.033495828,1,0.060271672,-0.82,-1.2,2006-2010,-0.001179754
"Birmingham-Hoover, AL",-0.001371782,0,0.054608148,-1.12,0.26,2006-2010,0.035396295
"Bismarck, ND",0.034826568,1,0.059388969,2.02,2.08,2006-2010,0.071652494
"Blacksburg-Christiansburg, VA",0.011473155,0,0.071356899,-0.22,0.38,2006-2010,0.037907305
"Bloomington, IL",0.007468662,0,0.031378238,0.22,-0.28,2006-2010,0.047877822
"Bloomington, IN",0.021420614,0,0.041576994,-0.18,1.14,2006-2010,0.061709035
"Boise City, ID",-0.035167236,0,0.087298482,-0.64,2.18,2006-2010,0.151691811
"Boston, MA",-0.033056138,0,0.107469553,0.14,-0.94,2006-2010,0.018172993
"Boulder, CO",0.005204672,0,0.04084983,0.18,-1.12,2006-2010,0.044864095
"Bowling Green, KY",0.008085662,0,0.040237154,-0.42,1.54,2006-2010,0.099616542
"Bremerton-Silverdale-Port Orchard, WA",-0.011528255,0,0.112124747,-0.58,2.94,2006-2010,0.04048762
"Bridgeport-Stamford-Norwalk, CT",-0.03268731,0,0.110374846,-0.62,-0.68,2006-2010,0.019225612
"Brownsville-Harlingen, TX",0.009469746,0,0.048176823,1.7,1.28,2006-2010,0.100806932
"Brunswick, GA",-0.004557352,0,0.074318281,-1.98,1.26,2006-2010,0.09895777
"Buffalo-Cheektowaga, NY",0.016970321,0,0.051396033,-0.24,-0.42,2006-2010,-0.014896733
"Burlington, NC",-0.000579133,0,0.023661884,-0.68,-1.82,2006-2010,0.074911987
"Burlington-South Burlington, VT",0.004202937,0,0.101781301,0.1,-0.12,2006-2010,0.030633568
"Canton-Massillon, OH",-0.023245293,0,0.033687071,-1.32,-1.56,2006-2010,-0.003091274
"Cape Coral-Fort Myers, FL",-0.120356337,0,0.190376466,-2.32,5.58,2006-2010,0.184663125
"Cape Girardeau, MO-IL",0.003767553,0,0.050312672,-0.6,0.14,2006-2010,0.032485672
"Carson City, NV",-0.092999602,0,0.16061297,-2.54,0.74,2006-2010,0.026499453
"Casper, WY",0.029188013,1,0.10367785,0.6,3.32,2006-2010,0.064905497
"Cedar Rapids, IA",0.006642279,0,0.035216416,0.94,-0.42,2006-2010,0.042736422
"Chambersburg-Waynesboro, PA",-0.011080554,0,0.108438338,0,3.2,2006-2010,0.050142236
"Charleston, WV",0.015329,0,0.034147189,-0.3,-0.08,2006-2010,-0.008678477
"Charleston-North Charleston, SC",-0.012298289,0,0.093326317,0.62,1.54,2006-2010,0.100229363
"Charlotte-Concord-Gastonia, NC-SC",0.007396543,0,0.03554524,0.16,0.62,2006-2010,0.149516413
"Charlottesville, VA",-0.005240658,0,0.118426273,0.78,1.04,2006-2010,0.07621804
"Chattanooga, TN-GA",0.006656173,0,0.055978257,-0.92,0.26,2006-2010,0.052761962
"Cheyenne, WY",0.01438919,0,0.072080582,0.52,2.18,2006-2010,0.060256461
"Chicago-Naperville-Evanston, IL",-0.03619217,0,0.085467098,-0.96,-0.4,2006-2010,0.019742272
"Chico, CA",-0.071188506,0,0.16984433,-1.28,0.84,2006-2010,0.040591997
"Cincinnati, OH-KY-IN",-0.011446916,0,0.03829821,-1.04,0.46,2006-2010,0.029548776
"Clarksville, TN-KY",0.024779861,1,0.046718032,0.14,1.46,2006-2010,0.08665296
"Cleveland, TN",0.009831001,0,0.049727335,-2.18,0.62,2006-2010,0.05507611
"Cleveland-Elyria, OH",-0.028580506,0,0.03475898,-1.52,-1.02,2006-2010,-0.016641799
"Coeur d'Alene, ID",-0.033495011,0,0.129033995,-0.12,4.32,2006-2010,0.128835541
"College Station-Bryan, TX",0.041823339,1,0.039601395,2.06,1.24,2006-2010,0.112101076
"Colorado Springs, CO",-0.008139977,0,0.056801019,-0.8,0.18,2006-2010,0.095981853
"Columbia, MO",0.005782275,0,0.04995099,0.38,2.08,2006-2010,0.089118608
"Columbia, SC",0.006474089,0,0.04837922,-0.72,0.84,2006-2010,0.089084946
"Columbus, GA-AL",0.005385869,0,0.056130057,-0.7,-0.1,2006-2010,0.022976785
"Columbus, IN",0.009647631,0,0.026508029,-0.2,-0.12,2006-2010,0.03683135
"Columbus, OH",-0.012535634,0,0.040138533,-0.36,0.1,2006-2010,0.067145747
"Corpus Christi, TX",0.007004002,0,0.058574268,0.68,0.5,2006-2010,0.030415499
"Corvallis, OR",0.021938894,0,0.067185727,-0.02,0.46,2006-2010,0.046431434
"Crestview-Fort Walton Beach-Destin, FL",-0.066143261,0,0.171216557,-1.88,4.46,2006-2010,0.029831069
"Cumberland, MD-WV",0.021765654,0,0.074609767,0.1,1.56,2006-2010,0.006308039
"Dallas-Plano-Irving, TX",0.008380475,0,0.035312788,0.7,-0.04,2006-2010,0.11106721
"Dalton, GA",-0.020575263,0,0.054839153,-3.56,-0.06,2006-2010,0.0885398
"Danville, IL",-0.001615715,0,0.041865507,-1.82,-1.08,2006-2010,-0.013762647
"Daphne-Fairhope-Foley, AL",-0.029065449,0,0.086639804,-0.36,3.18,2006-2010,-0.01645312
"Davenport-Moline-Rock Island, IA-IL",0.009005528,0,0.044337923,-0.8,0.12,2006-2010,0.004869546
"Dayton-Kettering, OH",-0.01630878,0,0.030814642,-1.78,-1.32,2006-2010,-0.00392859
"Decatur, AL",0.023592561,0,0.030448178,-1.06,-0.72,2006-2010,0.026929389
"Decatur, IL",0.006567344,0,0.037363612,-0.76,-1.26,2006-2010,-0.017315537
"Deltona-Daytona Beach-Ormond Beach, FL",-0.093264869,0,0.166185727,-2.12,3.68,2006-2010,0.056219193
"Denver-Aurora-Lakewood, CO",-0.010527189,0,0.041845597,0.04,-0.36,2006-2010,0.080343351
"Des Moines-West Des Moines, IA",-0.0031246,0,0.047594878,0.52,1.1,2006-2010,0.08779544
"Detroit-Dearborn-Livonia, MI",-0.08824225,0,0.032466911,-3.1,-2.26,2006-2010,-0.017709308
"Dothan, AL",0.017509978,0,0.044925995,-1.64,0.48,2006-2010,0.054954495
"Dover, DE",-0.015589257,0,0.104597186,-0.22,3.3,2006-2010,0.131851558
"Dubuque, IA",0.015581008,0,0.045245943,0.56,1,2006-2010,0.024984326
"Duluth, MN-WI",-0.003608547,0,0.08960413,-0.22,-0.2,2006-2010,0.007747156
"Durham-Chapel Hill, NC",0.010945909,0,0.040419361,0.56,0.74,2006-2010,0.087459453
"Eau Claire, WI",0.001480777,0,0.052506964,-0.04,0.98,2006-2010,0.042297645
"El Centro, CA",-0.098235283,0,0.154939871,0.94,3.36,2006-2010,0.107227952
"El Paso, TX",0.031900553,1,0.061590777,1.22,0.42,2006-2010,0.055147618
"Elkhart-Goshen, IN",-0.012041493,0,0.033895709,-4.42,1.74,2006-2010,0.039611333
"Elmira, NY",0.033027002,1,0.042348278,0.28,-2.1,2006-2010,-0.0123748
"Erie, PA",0.015107928,0,0.03302066,-0.62,-0.34,2006-2010,-0.00049328
"Eugene-Springfield, OR",-0.007361673,0,0.091208501,-1.44,1.02,2006-2010,0.043570393
"Evansville, IN-KY",0.001838514,0,0.032229647,-0.98,0,2006-2010,0.022871906
"Fairbanks, AK",0.01870515,0,0.065764922,0.78,1.7,2006-2010,0.085331948
"Fargo, ND-MN",0.014935874,0,0.065759609,1.46,1.9,2006-2010,0.094231414
"Farmington, NM",0.012319005,0,0.089292694,-0.4,1.76,2006-2010,0.068986254
"Fayetteville, NC",0.021133692,0,0.038585595,0.9,1.06,2006-2010,0.043289401
"Fayetteville-Springdale-Rogers, AR",-0.023855169,0,0.075925121,-0.08,4.42,2006-2010,0.15529596
"Flagstaff, AZ",-0.033262148,0,0.134847764,-0.58,1.36,2006-2010,0.074994802
"Flint, MI",-0.078685276,0,0.037174065,-3.34,-1,2006-2010,-0.011937831
"Florence, SC",0.013401306,0,0.041279201,-0.98,-0.84,2006-2010,0.031626917
"Florence-Muscle Shoals, AL",0.0258052,1,0.036541686,-0.62,0,2006-2010,0.014539285
"Fond du Lac, WI",0.000752587,0,0.041477863,-1.4,0.3,2006-2010,0.022044674
"Fort Collins, CO",-0.006331894,0,0.044562477,0.48,0.96,2006-2010,0.0915128
"Fort Smith, AR-OK",0.017257072,0,0.040700726,-0.44,0.68,2006-2010,0.045496498
"Fort Wayne, IN",-0.006582537,0,0.027119976,-1.2,-0.08,2006-2010,0.032907973
"Fresno, CA",-0.095404747,0,0.197258143,-1.24,2.16,2006-2010,0.078853678
"Gadsden, AL",0.008655156,0,0.053081028,-1.58,0.08,2006-2010,0.004681721
"Gainesville, FL",-0.023770447,0,0.127572334,-0.76,0.76,2006-2010,0.066393413
"Gainesville, GA",-0.028707081,0,0.054363138,-0.08,1.56,2006-2010,0.135834358
"Glens Falls, NY",0.012116194,0,0.111969928,-0.3,0.94,2006-2010,0.018242074
"Goldsboro, NC",0.019570931,0,0.029759546,-0.46,-0.72,2006-2010,0.040196625
"Grand Forks, ND-MN",0.017378803,0,0.067901023,0.42,1.54,2006-2010,0.005029515
"Grand Junction, CO",0.014579148,0,0.080322019,0.68,2.48,2006-2010,0.123422917
"Grand Rapids-Kentwood, MI",-0.036386491,0,0.037414083,-1.48,-0.7,2006-2010,0.022487744
"Great Falls, MT",0.028838607,1,0.051837211,0.66,1.04,2006-2010,0.006017461
"Greeley, CO",-0.028739201,0,0.041769578,0.52,2.3,2006-2010,0.182114425
"Green Bay, WI",-0.013653394,0,0.045118449,-0.46,0.58,2006-2010,0.040989519
"Greensboro-High Point, NC",-0.000329057,0,0.031830906,-1.32,-0.58,2006-2010,0.060617861
"Greenville, NC",0.005066581,0,0.039952442,0.94,0.56,2006-2010,0.113766584
"Greenville-Anderson, SC",0.012525809,0,0.034476819,-0.32,-0.56,2006-2010,0.06658187
"Gulfport-Biloxi, MS",0.004359899,0,0.063655302,2.08,-2.86,2006-2010,0.005327213
"Hagerstown-Martinsburg, MD-WV",-0.052093991,0,0.137702262,-0.9,1.3,2006-2010,0.099157169
"Hanford-Corcoran, CA",-0.069574664,0,0.167006639,0.68,2.24,2006-2010,0.087052924
"Harrisburg-Carlisle, PA",0.015441372,0,0.062824149,-0.36,0.36,2006-2010,0.038923358
"Harrisonburg, VA",0.001374128,0,0.09953344,0.24,1.46,2006-2010,0.075848555
"Hartford-East Hartford-Middletown, CT",-0.011641464,0,0.092923656,-0.16,-0.5,2006-2010,0.027381525
"Hattiesburg, MS",0.01827701,0,0.045136172,0.24,1.64,2006-2010,0.074104637
"Hickory-Lenoir-Morganton, NC",0.009040349,0,0.034378481,-2.54,-2.48,2006-2010,0.034007005
"Hot Springs, AR",0.01474481,0,0.066216557,-0.3,1.22,2006-2010,0.044193125
"Houma-Thibodaux, LA",0.042678271,1,0.053589369,1.46,1.74,2006-2010,0.034625773
"Houston-The Woodlands-Sugar Land, TX",0.021497439,0,0.047244926,1.32,1.06,2006-2010,0.123005994
"Huntington-Ashland, WV-KY-OH",0.019118286,0,0.043251619,-0.52,0.06,2006-2010,-0.001641748
"Huntsville, AL",0.027144132,1,0.041157621,0.84,1.48,2006-2010,0.104396313
"Idaho Falls, ID",0.013763403,0,0.057986328,0.06,3.4,2006-2010,0.132358992
"Indianapolis-Carmel-Anderson, IN",-0.006430151,0,0.030420637,-0.32,0.82,2006-2010,0.073105265
"Iowa City, IA",0.008303953,0,0.048202583,1.26,1.68,2006-2010,0.076475206
"Ithaca, NY",0.014252234,0,0.091443733,1,0.98,2006-2010,0.025897547
"Jackson, MI",-0.058693295,0,0.046008555,-2.46,-1.52,2006-2010,0.005746577
"Jackson, MS",0.010209017,0,0.042838684,-0.46,0.84,2006-2010,0.041245399
"Jackson, TN",0.001052403,0,0.028783213,-0.88,-0.18,2006-2010,0.036798377
"Jacksonville, FL",-0.045503669,0,0.121784162,-0.86,1.66,2006-2010,0.094752163
"Jacksonville, NC",0.030819528,1,0.079301905,2.54,0.56,2006-2010,0.08735847
"Janesville-Beloit, WI",-0.013183319,0,0.045244774,-2.42,0.16,2006-2010,0.026003444
"Jefferson City, MO",0.011097274,0,0.039555825,-0.46,0.26,2006-2010,0.034240156
"Johnson City, TN",0.023799904,0,0.048878418,-0.5,1.38,2006-2010,0.046044418
"Johnstown, PA",0.023816695,0,0.052735162,-0.24,0.04,2006-2010,-0.029663814
"Jonesboro, AR",0.013121069,0,0.028319746,0.34,0.56,2006-2010,0.059757548
"Joplin, MO",0.002538786,0,0.044989124,0.54,0.26,2006-2010,0.056248491
"Kalamazoo-Portage, MI",-0.025264025,0,0.040758855,-1.48,-0.7,2006-2010,0.018445733
"Kankakee, IL",-0.000362586,0,0.050090181,0.12,-0.66,2006-2010,0.045279986
"Kansas City, MO-KS",-0.010477666,0,0.049177119,-0.18,0.2,2006-2010,0.052875478
"Kennewick-Richland, WA",0.021136563,0,0.050468671,3.42,2.54,2006-2010,0.149218678
"Killeen-Temple, TX",0.013528282,0,0.045698066,1.72,1.3,2006-2010,0.107036683
"Kingsport-Bristol, TN-VA",0.022027205,0,0.052681054,-0.6,0.04,2006-2010,0.01835844
"Kingston, NY",-0.016665323,0,0.135127446,-0.78,-0.7,2006-2010,0.013256789
"Knoxville, TN",0.01554141,0,0.05675112,-0.1,1.52,2006-2010,0.064434253
"Kokomo, IN",-0.035100923,0,0.022276063,-3.32,-1.8,2006-2010,-0.014148604
"La Crosse-Onalaska, WI-MN",0.007439489,0,0.054516943,0.18,0.28,2006-2010,0.026559576
"Lafayette, LA",0.026816233,1,0.057539025,0.62,1.16,2006-2010,0.070016493
"Lafayette-West Lafayette, IN",-0.00137215,0,0.018983216,-0.04,-0.22,2006-2010,0.063113817
"Lake Charles, LA",0.031470135,1,0.049303394,-0.28,0.14,2006-2010,0.015479364
"Lake Havasu City-Kingman, AZ",-0.08799098,0,0.164940713,-3.48,5.34,2006-2010,0.136334457
"Lakeland-Winter Haven, FL",-0.066052015,0,0.129936562,-1.86,3.02,2006-2010,0.115434132
"Lancaster, PA",0.009974444,0,0.075561636,-0.46,0.58,2006-2010,0.050550812
"Lansing-East Lansing, MI",-0.054671009,0,0.049019011,-0.94,-0.96,2006-2010,0.018049066
"Laredo, TX",0.010726394,0,0.047513462,1.7,3.54,2006-2010,0.138475376
"Las Cruces, NM",0.004758558,0,0.081587811,0.92,2.98,2006-2010,0.09443762
"Las Vegas-Henderson-Paradise, NV",-0.128588349,0,0.160950524,-2.16,4.8,2006-2010,0.190930572
"Lawrence, KS",-0.000878427,0,0.054358109,-0.64,-0.06,2006-2010,0.052939361
"Lawton, OK",0.026501782,1,0.050705397,1.92,1.08,2006-2010,0.038821726
"Lebanon, PA",0.018536756,0,0.0616827,0.42,1.74,2006-2010,0.053585214
"Lewiston, ID-WA",0.028834794,1,0.078599916,-1.46,1.28,2006-2010,0.024938766
"Lewiston-Auburn, ME",-0.016743699,0,0.102504648,-0.32,0.28,2006-2010,0.018656713
"Lexington-Fayette, KY",0.005223074,0,0.048424912,-0.24,-0.08,2006-2010,0.075258843
"Lima, OH",-0.011588921,0,0.040875684,-2.06,-0.58,2006-2010,-0.009922654
"Lincoln, NE",-0.00222453,0,0.038044369,0.36,0.7,2006-2010,0.064226327
"Little Rock-North Little Rock-Conway, AR",0.010351878,0,0.050151321,0.2,0.92,2006-2010,0.070592975
"Logan, UT-ID",0.024046852,0,0.036286966,1.32,2.76,2006-2010,0.105080663
"Longview, TX",0.036256607,1,0.052063715,1.4,1.8,2006-2010,0.05107358
"Longview, WA",0.000713666,0,0.064660797,-0.78,-0.26,2006-2010,0.049666068
"Los Angeles-Long Beach-Glendale, CA",-0.054795374,0,0.188523119,-1.22,0.14,2006-2010,0.01855755
"Louisville/Jefferson County, KY-IN",0.002755312,0,0.041454578,-0.44,-0.24,2006-2010,0.051019346
"Lubbock, TX",0.019507835,0,0.044830284,0.76,0.48,2006-2010,0.068142835
"Lynchburg, VA",0.019864129,0,0.063870784,-0.66,0.14,2006-2010,0.051217515
"Macon-Bibb County, GA",-0.006615555,0,0.041792063,-1.16,0.22,2006-2010,0.022073002
"Madera, CA",-0.109852451,0,0.198197797,-0.72,4.6,2006-2010,0.107004399
"Madison, WI",-0.004180528,0,0.066699973,-0.4,1.5,2006-2010,0.064502479
"Manchester-Nashua, NH",-0.035417513,0,0.105820429,-0.44,0.64,2006-2010,0.025768133
"Manhattan, KS",0.020173784,0,0.075468457,1.68,0.72,2006-2010,0.079764525
"Mankato, MN",-0.011669305,0,0.067290487,-0.48,1.5,2006-2010,0.062385726
"Mansfield, OH",-0.04078046,0,0.038023558,-2.18,-0.92,2006-2010,-0.017131344
"McAllen-Edinburg-Mission, TX",0.008019366,0,0.049759468,2.26,4.54,2006-2010,0.166415714
"Medford, OR",-0.07279055,0,0.146020287,-1.56,1.92,2006-2010,0.058781865
"Memphis, TN-MS-AR",-0.009489697,0,0.032807634,-1.34,0.28,2006-2010,0.044994879
"Merced, CA",-0.151856074,0,0.193241714,-0.32,2.22,2006-2010,0.102205515
"Miami-Miami Beach-Kendall, FL",-0.068454074,0,0.182548707,-0.78,0.54,2006-2010,0.054156491
"Michigan City-La Porte, IN",-0.004473431,0,0.045802314,-1.96,-1.16,2006-2010,0.006161426
"Midland, TX",0.07548164,1,0.064730148,2.94,2.28,2006-2010,0.086204168
"Milwaukee-Waukesha, WI",-0.015856731,0,0.07278449,-0.86,-0.62,2006-2010,0.018214045
"Minneapolis-St. Paul-Bloomington, MN-WI",-0.041864398,0,0.089595869,-0.76,0.28,2006-2010,0.051078024
"Missoula, MT",0.01071201,0,0.095280209,-0.44,2.44,2006-2010,0.068121868
"Mobile, AL",0.018741962,0,0.047290945,-0.42,-0.08,2006-2010,0.016309701
"Modesto, CA",-0.141403584,0,0.191357775,-1.58,2.02,2006-2010,0.072804404
"Monroe, LA",0.022213973,0,0.044445015,-1,0.38,2006-2010,0.018609228
"Monroe, MI",-0.061062735,0,0.041260608,-3.06,-0.2,2006-2010,0.020603803
"Montgomery, AL",0.007128764,0,0.043200948,-0.94,0.94,2006-2010,0.039627163
"Morgantown, WV",0.015800643,0,0.087455751,1.9,2.84,2006-2010,0.080022149
"Morristown, TN",0.006342326,0,0.050806776,-2.7,0.48,2006-2010,0.053519451
"Mount Vernon-Anacortes, WA",-0.003859395,0,0.093421951,-0.6,1.54,2006-2010,0.065454181
"Muncie, IN",-0.014070556,0,0.029478082,-1.54,-1.4,2006-2010,-0.004633151
"Muskegon, MI",-0.038268499,0,0.034558182,-2.26,0.38,2006-2010,0.005823233
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",-0.015303923,0,0.095525564,-0.7,2.94,2006-2010,0.170272862
"Napa, CA",-0.08699197,0,0.155002793,-0.5,1.42,2006-2010,0.04795346
"Naples-Marco Island, FL",-0.109923854,0,0.195266182,-2.58,5.12,2006-2010,0.130944329
"Nashville-Davidson--Murfreesboro--Franklin, TN",0.01221732,0,0.047035024,-0.12,1.22,2006-2010,0.100924549
"New Haven-Milford, CT",-0.024768841,0,0.111528295,-0.7,0,2006-2010,0.023076354
"New Orleans-Metairie, LA",0.003901418,0,0.073599526,3.34,-5.52,2006-2010,-0.05818531
"New York-Jersey City-White Plains, NY-NJ",-0.0199153,0,0.129880215,0.12,-0.3,2006-2010,0.015545461
"Niles, MI",-0.014809711,0,0.058587047,-1.68,-1.84,2006-2010,-0.017512206
"North Port-Sarasota-Bradenton, FL",-0.112468642,0,0.17837912,-3.06,3.18,2006-2010,0.091049725
"Norwich-New London, CT",-0.024959908,0,0.116303413,-0.9,1.2,2006-2010,0.028478496
"Ocala, FL",-0.059678224,0,0.135060547,-2.62,3.56,2006-2010,0.131175428
"Ocean City, NJ",-0.025317651,0,0.164290532,-1.22,0.7,2006-2010,-0.02504337
"Odessa, TX",0.067312721,1,0.062685395,2.58,2.06,2006-2010,0.064027686
"Ogden-Clearfield, UT",0.023840699,0,0.030683231,0.14,1.66,2006-2010,0.11181753
"Oklahoma City, OK",0.015287401,0,0.053932477,0.3,0.68,2006-2010,0.069504833
"Olympia-Lacey-Tumwater, WA",-0.002840599,0,0.104738813,0.16,2.52,2006-2010,0.102986972
